PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Fare,Embarked
269,1,1,"Graham, Mrs. William Thompson (Edith Junkins)",F,58.0,0,1,153.4625,Southampton
270,1,1,"Bissette, Miss. Amelia",F,35.0,0,0,135.6333,Southampton
271,0,1,"Cairns, Mr. Alexander",M,30.0,0,0,31.0,Southampton
272,1,3,"Tornquist, Mr. William Henry",M,25.0,0,0,0.0,Southampton
273,1,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",F,41.0,0,1,19.5,Southampton
274,0,1,"Natsch, Mr. Charles H",M,37.0,0,1,29.7,Cherbourg
275,1,3,"Healy, Miss. Hanora ""Nora""",F,30.0,0,0,7.75,Queenstown
276,1,1,"Andrews, Miss. Kornelia Theodosia",F,63.0,1,0,77.9583,Southampton
277,0,3,"Lindblom, Miss. Augusta Charlotta",F,45.0,0,0,7.75,Southampton
278,0,2,"Parkes, Mr. Francis ""Frank""",M,30.0,0,0,0.0,Southampton
279,0,3,"Rice, Master. Eric",M,7.0,4,1,29.125,Queenstown
280,1,3,"Abbott, Mrs. Stanton (Rosa Hunt)",F,35.0,1,1,20.25,Southampton
281,0,3,"Duane, Mr. Frank",M,65.0,0,0,7.75,Queenstown
282,0,3,"Olsson, Mr. Nils Johan Goransson",M,28.0,0,0,7.8542,Southampton
283,0,3,"de Pelsmaeker, Mr. Alfons",M,16.0,0,0,9.5,Southampton
284,1,3,"Dorking, Mr. Edward Arthur",M,19.0,0,0,8.05,Southampton
285,0,1,"Smith, Mr. Richard William",M,30.0,0,0,26.0,Southampton
286,0,3,"Stankovic, Mr. Ivan",M,33.0,0,0,8.6625,Cherbourg
287,1,3,"de Mulder, Mr. Theodore",M,30.0,0,0,9.5,Southampton
288,0,3,"Naidenoff, Mr. Penko",M,22.0,0,0,7.8958,Southampton
289,1,2,"Hosono, Mr. Masabumi",M,42.0,0,0,13.0,Southampton
290,1,3,"Connolly, Miss. Kate",F,22.0,0,0,7.75,Queenstown
291,1,1,"Barber, Miss. Ellen ""Nellie""",F,26.0,0,0,78.85,Southampton
292,1,1,"Bishop, Mrs. Dickinson H (Helen Walton)",F,19.0,1,0,91.0792,Cherbourg
293,0,2,"Levy, Mr. Rene Jacques",M,36.0,0,0,12.875,Cherbourg
294,0,3,"Haas, Miss. Aloisia",F,24.0,0,0,8.85,Southampton
295,0,3,"Mineff, Mr. Ivan",M,24.0,0,0,7.8958,Southampton
296,0,1,"Lewy, Mr. Ervin G",M,30.0,0,0,27.7208,Cherbourg
297,0,3,"Hanna, Mr. Mansour",M,24.0,0,0,7.2292,Cherbourg
298,0,1,"Allison, Miss. Helen Loraine",F,2.0,1,2,151.55,Southampton
299,1,1,"Saalfeld, Mr. Adolphe",M,30.0,0,0,30.5,Southampton
300,1,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",F,50.0,0,1,247.5208,Cherbourg
301,1,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",F,30.0,0,0,7.75,Queenstown
302,1,3,"McCoy, Mr. Bernard",M,30.0,2,0,23.25,Queenstown
303,0,3,"Johnson, Mr. William Cahoone Jr",M,19.0,0,0,0.0,Southampton
304,1,2,"Keane, Miss. Nora A",F,30.0,0,0,12.35,Queenstown
305,0,3,"Williams, Mr. Howard Hugh ""Harry""",M,30.0,0,0,8.05,Southampton
306,1,1,"Allison, Master. Hudson Trevor",M,1.0,1,2,151.55,Southampton
307,1,1,"Fleming, Miss. Margaret",F,30.0,0,0,110.8833,Cherbourg
308,1,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",F,17.0,1,0,108.9,Cherbourg
309,0,2,"Abelson, Mr. Samuel",M,30.0,1,0,24.0,Cherbourg
310,1,1,"Francatelli, Miss. Laura Mabel",F,30.0,0,0,56.9292,Cherbourg
311,1,1,"Hays, Miss. Margaret Bechstein",F,24.0,0,0,83.1583,Cherbourg
312,1,1,"Ryerson, Miss. Emily Borie",F,18.0,2,2,262.375,Cherbourg
